dataset,protocol,model,representation,method,metric,value,rank,higher_is_better,n_models,n_seeds_expected,n_subjects_total,n_subjects_available,tie_rule,aggregation,representation_caution,inferential,source_csv
wisdm_watch_accel,subject_disjoint,logistic,V1_official_features,raw,brier,0.5535911092705992,4.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,random_forest,V1_official_features,raw,brier,0.4894384478606263,1.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,cnn1d,raw_sensor_windows,raw,nll,1.754555032557843,4.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,extra_trees,V1_official_features,raw,nll,1.5722948779707493,3.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,hist_gradient_boosting,V1_official_features,raw,nll,1.4832259053056434,1.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,logistic,V1_official_features,raw,nll,1.813025108229341,5.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,random_forest,V1_official_features,raw,nll,1.4903064972610764,2.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,cnn1d,raw_sensor_windows,raw,ece_15,0.1727335372876389,4.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,extra_trees,V1_official_features,raw,ece_15,0.1536804607201891,3.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,hist_gradient_boosting,V1_official_features,raw,ece_15,0.184349005480647,5.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,logistic,V1_official_features,raw,ece_15,0.1438767398438454,2.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
wisdm_watch_accel,subject_disjoint,random_forest,V1_official_features,raw,ece_15,0.1412119630285823,1.0,False,5,10,50,50,average rank for exact metric ties,"seed mean within participant, followed by equal-participant mean",WISDM CNN raw windows and classical official feature windows differ,False,09_tables/table_model_summary.csv
